machine_quality,air_temperature_K,process_temperature_K,rotational_speed_rpm,torque_Nm,tool_wear_min,operating_hours,vibration_mm_s,pressure_bar,failure_type,machine_failure
L,303.1,313.52,1457.3,53.8,58,1390.0,2.287,156.36,No Failure,0
M,297.38,307.38,1374.9,43.81,73,369.5,2.565,151.07,No Failure,0
H,303.0,312.29,1426.4,47.96,191,972.7,3.552,125.87,No Failure,0
M,298.85,308.99,1640.0,37.51,92,278.7,2.78,138.46,No Failure,0
H,300.69,310.3,1493.2,44.27,126,676.9,3.408,156.27,No Failure,0
M,303.18,313.8,1595.7,26.92,150,546.3,2.887,157.27,No Failure,0
H,300.65,311.52,1369.7,42.58,75,2098.5,1.867,133.19,No Failure,0
H,299.41,309.91,1609.5,32.42,75,604.6,2.168,148.41,No Failure,0
M,301.44,309.8,1269.3,53.2,180,1308.8,3.615,124.19,Heat Dissipation Failure,1
H,299.65,308.69,1477.9,40.76,160,754.6,3.706,149.71,No Failure,0
H,301.04,310.41,1402.8,46.63,194,1321.8,3.807,157.2,No Failure,0
L,299.59,308.79,1514.4,42.62,126,82.9,2.795,131.12,No Failure,0
M,301.72,311.18,1301.6,58.06,2,650.0,2.401,137.86,No Failure,0
M,297.21,308.14,1595.3,24.4,163,1296.1,2.883,133.84,No Failure,0
H,297.97,308.67,1427.1,38.86,3,1305.0,1.569,152.15,No Failure,0
L,297.18,306.76,1554.4,30.4,84,1106.3,2.098,159.24,No Failure,0
H,299.89,310.48,1683.3,19.5,184,489.2,3.378,169.89,Power Failure,1
M,296.94,307.27,1550.7,29.75,64,1118.9,1.874,131.81,No Failure,0
H,298.62,308.58,1378.0,51.72,217,1012.4,4.199,149.51,No Failure,0
L,297.78,308.93,1517.2,39.7,168,795.2,3.394,162.0,No Failure,0
M,302.96,312.3,1607.7,37.8,226,1234.6,3.837,153.52,No Failure,0
M,298.02,308.07,1505.1,47.74,132,324.8,3.348,133.46,No Failure,0
H,297.43,306.38,1374.3,41.15,114,647.8,3.226,147.79,No Failure,0
H,300.5,309.49,1520.0,46.13,35,177.0,1.703,162.11,No Failure,0
M,303.37,312.01,1597.3,43.23,224,211.5,3.856,150.21,No Failure,0
M,299.77,308.78,1520.1,45.43,163,355.7,3.265,158.15,No Failure,0
L,299.92,310.01,1318.8,35.5,204,1914.2,3.582,161.32,No Failure,0
H,302.58,312.28,1440.1,50.47,69,1283.7,2.326,133.13,No Failure,0
L,301.76,311.49,1721.5,27.88,51,412.6,1.559,140.12,No Failure,0
M,300.85,310.55,1466.5,39.14,91,569.4,2.46,141.5,No Failure,0
M,298.84,310.61,1673.3,50.97,118,507.9,3.305,148.71,No Failure,0
L,300.91,309.77,1316.1,38.46,213,1013.8,3.639,149.07,No Failure,0
L,297.28,306.03,1547.6,35.69,66,341.4,2.299,160.72,No Failure,0
L,298.75,307.91,1382.0,62.88,50,2122.9,3.017,140.73,Power Failure,1
H,302.86,312.79,1402.0,54.19,29,2205.2,2.224,167.76,No Failure,0
M,302.6,313.12,1502.5,41.42,107,889.1,2.995,167.02,No Failure,0
L,300.87,311.49,1484.0,30.3,26,517.9,1.991,160.75,No Failure,0
M,296.14,307.09,1611.0,19.65,21,1588.7,1.775,170.47,Power Failure,1
L,297.58,307.48,1494.9,47.09,89,1239.6,3.256,147.82,No Failure,0
H,298.64,308.24,1208.5,52.66,112,298.2,2.935,132.15,No Failure,0
L,299.66,311.29,1549.8,43.96,103,692.9,2.983,134.55,No Failure,0
L,297.5,304.71,1626.6,22.89,230,669.0,3.623,152.31,No Failure,0
L,299.51,309.57,1536.9,41.6,229,67.8,4.072,145.36,Tool Wear Failure,1
M,303.53,313.96,1615.1,35.13,139,1172.8,3.016,141.23,No Failure,0
L,300.8,312.68,1822.8,41.62,234,539.6,4.33,159.71,No Failure,0
M,300.44,308.78,1470.4,59.43,217,862.2,4.006,148.39,Power Failure,1
L,297.96,307.54,1328.7,47.89,11,1502.8,1.986,134.16,No Failure,0
L,296.72,305.36,1648.5,45.76,135,771.2,2.684,135.75,No Failure,0
L,297.54,305.75,1259.4,39.55,87,1217.2,2.222,161.99,Heat Dissipation Failure,1
L,296.64,306.44,1426.9,44.14,14,649.9,1.65,132.73,No Failure,0
H,300.15,310.98,1573.5,32.77,163,169.3,3.263,134.1,No Failure,0
L,300.77,311.97,1426.4,45.55,126,1788.5,3.097,163.88,No Failure,0
H,298.07,307.54,1540.8,38.07,152,1863.4,3.501,159.08,No Failure,0
L,300.3,310.96,1550.6,31.78,58,278.5,2.312,167.61,No Failure,0
L,302.94,312.74,1550.4,48.15,210,2251.8,3.858,159.96,No Failure,0
L,303.92,314.47,1635.1,17.68,108,581.1,3.137,157.24,Power Failure,1
L,301.54,312.7,1533.2,34.55,59,709.1,2.138,153.01,No Failure,0
M,299.65,309.46,1610.4,46.13,59,1137.9,1.893,153.19,No Failure,0
M,301.48,312.55,1489.2,52.25,69,944.8,2.155,163.0,No Failure,0
L,302.7,311.49,1447.0,44.72,28,109.6,2.184,139.58,No Failure,0
M,295.99,306.64,1596.3,33.28,216,1620.3,3.157,146.78,No Failure,0
M,302.96,314.0,1672.6,39.49,52,640.1,2.164,137.07,No Failure,0
H,298.91,309.84,1352.1,42.91,185,475.9,3.408,152.63,No Failure,0
H,298.93,307.75,1277.3,55.61,100,1089.3,3.485,158.21,No Failure,0
M,299.29,309.08,1374.6,49.21,30,859.8,1.734,155.79,No Failure,0
H,300.64,310.94,1445.3,49.28,205,1806.5,4.134,137.95,No Failure,0
M,297.78,308.22,1581.9,40.65,202,1711.8,3.529,163.49,No Failure,0
L,299.43,309.55,1516.8,29.29,192,469.8,3.174,142.47,No Failure,0
M,301.05,312.48,1527.7,25.94,91,595.8,2.686,146.83,No Failure,0
L,300.44,309.14,1406.1,36.99,9,283.7,1.475,161.69,No Failure,0
M,300.76,310.52,1359.2,46.99,195,1716.8,3.42,150.76,No Failure,0
H,299.35,307.66,1481.1,34.98,194,1407.4,3.299,147.28,No Failure,0
L,301.39,312.01,1259.5,45.72,217,475.8,3.582,180.19,No Failure,0
H,302.11,312.67,1513.1,32.05,7,1295.8,1.052,153.88,No Failure,0
H,301.99,315.34,1456.8,33.6,212,359.9,3.358,150.46,No Failure,0
L,300.86,311.88,1372.6,54.08,18,906.5,1.578,147.01,No Failure,0
M,301.88,312.21,1591.5,47.67,6,974.4,1.554,145.44,No Failure,0
H,301.74,312.0,1381.1,36.94,190,865.6,3.172,150.78,No Failure,0
H,305.35,315.04,1657.7,31.69,185,201.1,3.359,140.73,No Failure,0
L,302.44,312.57,1574.2,49.49,98,1199.8,2.382,140.25,No Failure,0
L,299.82,310.1,1516.7,48.76,182,404.6,3.774,145.18,No Failure,0
M,298.18,306.21,1479.7,46.39,80,227.3,1.88,158.39,No Failure,0
L,299.48,309.67,1632.5,38.22,29,1173.1,1.576,162.23,No Failure,0
L,299.34,309.44,1644.5,29.05,93,1849.3,2.247,128.77,No Failure,0
L,301.02,312.78,1601.1,39.85,224,219.3,3.716,153.51,No Failure,0
L,298.6,308.47,1398.1,54.08,131,64.0,3.208,147.96,No Failure,0
M,302.38,311.62,1477.3,30.91,183,470.6,2.844,180.64,No Failure,0
M,297.22,307.49,1600.9,40.47,151,920.6,3.69,147.03,No Failure,0
M,296.73,306.81,1604.0,56.36,164,363.2,4.053,136.38,Power Failure,1
M,299.73,309.6,1493.7,36.96,167,944.2,2.43,159.26,No Failure,0
L,298.31,307.04,1512.2,38.73,26,446.0,2.015,158.87,No Failure,0
L,297.48,307.33,1618.1,26.5,24,260.4,1.464,147.32,No Failure,0
L,298.73,308.15,1317.9,46.23,30,83.8,1.987,155.38,No Failure,0
L,298.48,308.26,1482.9,32.59,41,1569.1,1.831,163.59,No Failure,0
L,300.02,310.75,1651.8,24.45,172,1004.7,2.769,165.54,No Failure,0
L,298.76,308.08,1567.8,30.46,108,1178.5,2.454,156.66,No Failure,0
L,298.92,308.7,1484.8,42.08,91,34.0,3.008,142.26,No Failure,0
L,299.99,310.53,1628.8,24.2,216,565.3,3.989,134.6,No Failure,0
M,302.03,311.76,1600.4,26.14,119,1741.3,2.476,142.15,No Failure,0
M,302.94,315.55,1386.3,45.59,190,2995.7,3.123,161.71,No Failure,0
H,300.3,310.54,1544.9,39.28,155,1357.8,3.057,156.68,No Failure,0
M,300.45,309.21,1602.7,30.86,46,719.9,1.783,128.14,No Failure,0
M,299.63,308.79,1446.5,36.79,92,391.5,2.885,126.46,No Failure,0
L,300.96,310.02,1398.3,57.38,71,971.5,2.294,119.09,No Failure,0
M,300.78,309.96,1341.4,52.82,179,129.1,3.079,155.57,No Failure,0
L,302.65,313.19,1567.4,38.93,94,294.7,2.304,145.74,No Failure,0
L,296.22,305.12,1430.8,48.16,141,615.0,3.367,145.64,No Failure,0
L,299.53,309.2,1525.8,41.21,214,1346.2,3.479,149.39,No Failure,0
L,300.68,311.82,1657.8,22.26,92,772.2,2.086,144.84,No Failure,0
L,299.95,309.43,1651.2,20.47,244,1118.8,3.868,143.39,Random Failure,1
M,298.12,308.79,1602.2,30.91,50,937.9,1.45,167.13,No Failure,0
H,297.4,305.72,1701.9,24.24,19,485.9,1.437,159.78,No Failure,0
M,301.61,311.24,1489.1,42.72,48,168.4,2.201,161.29,No Failure,0
M,298.49,307.6,1553.4,34.5,121,383.9,2.887,168.58,No Failure,0
M,296.49,306.79,1434.1,44.25,7,851.3,1.624,163.35,No Failure,0
L,301.71,310.68,1301.1,44.41,90,387.3,3.044,137.98,No Failure,0
M,300.92,312.99,1447.8,46.9,79,826.1,2.374,157.05,No Failure,0
M,299.77,308.13,1460.5,30.69,80,2118.0,2.45,128.05,No Failure,0
L,298.17,309.31,1407.8,45.16,49,146.6,2.524,140.71,No Failure,0
L,299.77,310.65,1498.5,30.45,124,1139.7,1.878,161.72,No Failure,0
H,302.43,312.74,1378.5,47.11,69,137.4,2.888,142.55,No Failure,0
M,296.77,306.83,1343.2,52.23,179,980.3,3.302,155.36,No Failure,0
L,296.87,308.73,1485.8,47.23,145,1128.9,3.057,169.64,No Failure,0
M,298.74,311.22,1544.1,38.23,147,412.9,3.356,149.22,No Failure,0
L,299.95,309.74,1464.6,45.67,192,1505.3,3.497,146.8,No Failure,0
L,299.01,309.17,1731.5,24.67,106,989.7,2.322,146.63,No Failure,0
L,301.29,310.73,1916.0,22.41,41,2361.2,1.93,145.38,No Failure,0
L,302.18,311.01,1508.3,44.67,180,463.2,3.538,144.46,No Failure,0
M,300.56,311.02,1477.1,53.08,235,490.7,3.904,148.59,Overstrain Failure,1
L,301.12,311.37,1623.7,27.69,102,181.9,2.726,154.25,No Failure,0
M,300.54,308.93,1557.1,40.15,178,2852.3,3.481,146.83,No Failure,0
L,300.02,310.48,1318.7,44.39,162,1569.3,2.833,146.76,No Failure,0
M,297.41,307.7,1305.7,33.85,11,253.9,1.546,150.91,No Failure,0
M,297.94,307.34,1336.9,36.61,41,1115.7,2.037,136.38,No Failure,0
M,297.3,306.63,1394.7,46.13,170,1991.2,3.297,147.6,No Failure,0
M,299.7,310.13,1614.4,41.08,84,491.7,1.967,158.05,No Failure,0
H,300.46,312.07,1514.0,41.13,65,431.9,1.851,135.98,No Failure,0
M,297.1,307.5,1543.4,30.18,142,138.7,2.617,156.01,No Failure,0
M,300.15,310.93,1553.7,39.69,138,1436.2,3.076,158.49,No Failure,0
M,298.25,307.42,1563.6,36.02,229,392.0,4.153,171.72,No Failure,0
L,297.86,307.45,1405.6,36.56,245,198.0,3.553,154.02,No Failure,0
L,298.75,309.36,1585.5,34.59,4,1061.3,1.35,141.11,No Failure,0
L,297.76,306.4,1577.1,39.73,114,153.5,2.098,149.37,No Failure,0
L,301.21,311.42,1758.5,31.32,181,893.4,3.219,143.76,No Failure,0
L,299.66,310.16,1491.9,40.12,85,224.0,2.898,147.75,No Failure,0
L,301.63,311.59,1681.6,36.35,120,1155.9,3.027,134.34,No Failure,0
M,299.11,309.43,1538.1,30.68,173,259.4,3.055,149.17,No Failure,0
L,299.19,309.25,1865.3,20.51,186,416.6,2.962,165.29,No Failure,0
H,303.75,313.12,1370.7,49.47,236,737.2,4.033,165.88,No Failure,0
L,296.75,305.58,1498.1,47.46,28,464.2,1.931,158.11,No Failure,0
M,302.57,312.48,1590.2,31.95,111,2928.0,2.548,140.57,No Failure,0
L,303.31,314.61,1579.5,46.82,147,308.3,3.089,156.32,No Failure,0
L,301.53,312.56,1703.9,29.75,223,205.8,3.614,147.85,No Failure,0
L,299.34,308.99,1430.7,36.93,105,2091.9,2.242,146.48,No Failure,0
M,302.85,312.49,1512.2,34.7,12,545.1,1.74,164.36,No Failure,0
L,299.36,308.92,1713.6,37.22,77,1087.6,2.492,146.29,No Failure,0
H,298.59,308.15,1457.2,46.46,232,369.6,4.786,145.84,No Failure,0
L,299.22,309.51,1605.4,35.98,8,514.1,1.74,155.78,No Failure,0
M,298.86,309.92,1430.8,36.6,237,886.6,3.848,133.86,No Failure,0
L,298.11,310.37,1418.4,47.43,131,831.3,3.533,147.98,No Failure,0
M,302.22,311.39,1431.3,40.62,51,1573.7,2.537,165.42,No Failure,0
L,298.45,309.1,1630.7,34.08,85,195.2,2.11,167.98,No Failure,0
L,299.94,310.48,1547.1,42.41,88,795.7,3.044,139.55,No Failure,0
L,297.11,306.78,1530.7,49.93,230,74.3,4.195,138.38,Overstrain Failure,1
L,300.06,309.04,1317.9,50.56,202,597.5,3.406,143.15,No Failure,0
L,297.69,307.96,1655.4,26.75,187,1388.6,2.983,110.99,No Failure,0
H,297.64,309.76,1603.8,27.25,3,3769.8,1.185,170.66,No Failure,0
L,299.78,310.05,1200.1,49.99,21,940.1,2.453,158.66,No Failure,0
L,302.11,311.33,1564.7,37.12,219,1470.3,3.783,136.87,No Failure,0
H,300.88,310.72,1792.3,18.0,77,466.3,1.958,133.71,Power Failure,1
L,301.02,309.88,1699.8,32.7,48,469.5,1.915,150.27,No Failure,0
L,299.74,309.76,1531.9,35.61,64,684.4,2.745,154.48,No Failure,0
M,299.33,310.01,1599.7,36.87,164,672.4,3.114,174.86,No Failure,0
H,301.58,310.89,1487.9,47.65,171,858.3,3.337,144.27,No Failure,0
M,298.87,305.62,1505.9,30.71,69,217.7,2.459,152.85,No Failure,0
L,301.67,311.95,1344.5,49.36,143,1841.8,3.265,144.45,No Failure,0
H,302.47,311.97,1472.9,42.85,205,749.8,4.129,148.05,No Failure,0
L,298.32,307.57,1581.7,27.13,89,1158.5,2.107,172.73,No Failure,0
H,298.61,307.85,1533.5,36.81,33,1502.1,1.918,183.03,No Failure,0
H,298.91,309.31,1422.8,44.95,55,272.9,2.787,158.54,No Failure,0
H,297.07,306.66,1516.0,40.4,245,1724.3,3.907,134.28,No Failure,0
L,299.06,309.99,1373.7,43.79,110,972.1,3.067,161.34,No Failure,0
L,302.6,313.56,1684.1,34.13,179,1035.3,2.807,150.58,No Failure,0
M,297.91,307.64,1291.8,45.55,62,650.4,2.551,153.44,No Failure,0
M,302.65,312.13,1524.6,36.02,215,2112.8,3.473,148.42,Tool Wear Failure,1
M,299.13,309.26,1278.0,65.46,47,1727.3,2.843,143.34,No Failure,0
H,304.23,314.08,1593.4,26.81,28,411.3,1.277,156.41,No Failure,0
M,298.64,306.88,1208.2,66.98,203,602.1,4.474,143.39,Heat Dissipation Failure,1
L,299.71,311.63,1440.1,30.49,153,889.3,2.917,146.89,No Failure,0
L,298.18,308.89,1419.9,52.71,242,649.6,4.393,150.62,Overstrain Failure,1
L,298.62,308.16,1415.4,48.27,132,1600.0,3.118,153.76,No Failure,0
L,302.68,310.76,1607.4,30.9,188,1732.8,3.262,132.52,No Failure,0
L,300.95,310.77,1303.5,45.99,130,506.8,2.817,154.6,No Failure,0
H,302.06,311.47,1694.2,35.04,15,426.8,1.357,144.65,No Failure,0
M,297.37,307.31,1470.8,42.75,94,674.9,2.799,156.56,No Failure,0
M,301.31,309.15,1214.4,41.48,234,901.9,3.623,176.65,Heat Dissipation Failure,1
L,298.06,307.58,1544.9,36.51,237,907.7,3.847,139.91,No Failure,0
M,297.33,306.91,1492.1,35.68,113,304.3,2.334,149.33,No Failure,0
H,300.48,310.29,1370.7,43.41,215,221.3,3.709,145.69,No Failure,0
H,300.46,310.22,1683.2,30.96,66,1497.2,1.508,143.67,No Failure,0
M,300.11,310.16,1653.0,31.34,76,443.0,2.534,136.14,No Failure,0
H,301.44,312.96,1454.4,49.55,192,608.7,3.92,151.76,No Failure,0
M,301.75,311.23,1472.7,44.28,16,1326.8,1.825,139.06,No Failure,0
L,302.94,312.03,1650.0,26.93,0,797.0,1.387,170.0,No Failure,0
H,297.62,305.89,1438.2,29.97,61,614.2,2.357,153.92,No Failure,0
L,303.0,312.49,1688.2,18.63,7,279.1,1.076,135.0,Power Failure,1
L,303.76,312.36,1538.6,49.1,138,450.7,3.55,154.49,No Failure,0
L,299.27,310.23,1538.5,46.89,189,374.9,3.41,151.32,No Failure,0
M,296.66,306.57,1492.5,29.11,160,558.1,2.965,136.57,No Failure,0
M,297.23,308.17,1464.7,46.5,40,344.7,1.707,149.62,No Failure,0
M,299.08,310.54,1240.1,59.86,211,231.0,4.514,152.67,Overstrain Failure,1
L,304.03,313.16,1637.3,24.61,118,652.2,2.381,175.9,No Failure,0
L,300.03,309.69,1481.5,33.85,76,999.3,2.334,136.92,No Failure,0
H,298.77,310.1,1546.6,24.39,131,124.6,2.362,154.43,No Failure,0
L,298.63,308.82,1456.3,49.49,39,297.6,2.113,136.04,No Failure,0
H,297.35,307.88,1442.4,39.04,248,1103.1,3.753,145.95,No Failure,0
L,301.75,312.78,1460.3,36.02,115,844.8,2.41,138.06,No Failure,0
M,299.82,310.71,1513.5,42.27,82,911.1,1.97,167.5,No Failure,0
M,304.2,314.61,1411.2,34.43,172,1080.2,3.123,165.5,No Failure,0
H,301.26,312.65,1503.1,35.98,75,1252.1,2.049,163.5,No Failure,0
L,301.66,311.59,1339.7,42.75,190,574.1,4.21,142.55,No Failure,0
H,299.52,310.04,1426.9,33.9,118,675.6,2.311,140.02,No Failure,0
M,297.82,307.64,1642.9,35.31,218,248.1,3.467,150.28,No Failure,0
M,298.25,309.27,1475.0,38.43,120,628.2,2.985,172.46,No Failure,0
M,297.26,306.56,1428.1,40.91,162,1042.5,2.927,162.16,No Failure,0
L,301.82,310.14,1528.5,46.02,137,551.3,3.033,179.58,No Failure,0
L,299.23,309.89,1598.8,45.83,243,542.7,4.345,146.28,Overstrain Failure,1
L,301.91,310.88,1642.6,25.0,219,274.5,3.666,149.95,No Failure,0
L,300.27,309.15,1479.2,54.08,113,485.8,3.005,158.7,No Failure,0
M,299.41,310.68,1445.6,40.59,177,626.3,3.333,149.33,No Failure,0
L,297.66,308.63,1531.4,36.68,54,1179.8,2.342,149.34,No Failure,0
L,300.6,310.26,1572.9,30.96,215,373.3,3.913,137.79,No Failure,0
L,299.56,306.52,1370.0,59.89,154,430.8,3.536,139.65,Heat Dissipation Failure,1
L,301.8,312.34,1398.0,63.6,96,1123.2,3.164,177.74,Power Failure,1
L,298.57,309.23,1218.4,58.66,222,67.2,4.014,143.53,Overstrain Failure,1
M,301.23,311.75,1410.2,41.21,192,1276.3,3.865,163.36,No Failure,0
L,303.28,313.75,1428.8,43.44,42,502.6,2.297,130.09,No Failure,0
H,300.55,310.36,1293.4,54.91,240,458.2,4.178,150.69,Overstrain Failure,1
L,301.57,311.16,1539.9,37.59,71,1243.9,2.081,137.53,No Failure,0
L,301.14,310.04,1476.3,45.41,19,790.5,2.416,147.46,No Failure,0
H,303.8,313.1,1487.1,42.27,87,665.3,2.34,161.17,No Failure,0
L,300.74,311.06,1310.3,59.19,108,482.7,2.977,146.54,No Failure,0
L,301.4,311.74,1506.4,54.36,18,320.0,1.669,173.06,No Failure,0
H,299.93,310.72,1530.5,38.62,149,1274.0,3.346,154.01,No Failure,0
H,298.45,307.04,1364.5,55.25,108,886.6,2.807,152.42,Heat Dissipation Failure,1
M,297.58,305.92,1506.3,39.96,146,214.3,3.043,145.73,No Failure,0
L,302.53,312.15,1610.7,34.54,124,1407.5,2.688,139.54,No Failure,0
M,297.98,306.96,1542.1,37.15,128,99.2,3.511,141.34,No Failure,0
H,301.49,311.68,1410.4,41.47,38,356.8,2.526,155.87,No Failure,0
H,300.83,309.52,1721.5,32.15,205,270.1,3.57,140.94,Tool Wear Failure,1
L,301.84,313.02,1583.0,34.82,156,116.7,2.843,146.78,No Failure,0
L,298.97,308.15,1511.8,25.57,52,664.4,1.852,146.02,No Failure,0
L,298.42,310.01,1402.4,31.78,27,448.9,1.668,170.25,No Failure,0
L,300.76,311.28,1543.2,42.35,241,482.1,4.517,151.95,No Failure,0
M,299.42,308.36,1533.0,50.42,130,889.7,3.865,153.32,No Failure,0
L,297.54,309.63,1467.6,49.14,202,225.9,3.886,139.72,No Failure,0
L,303.88,314.14,1520.8,44.3,120,824.2,3.111,139.84,No Failure,0
L,298.42,308.58,1679.8,24.71,73,2304.1,2.598,137.59,No Failure,0
L,298.01,307.95,1569.3,31.39,73,396.9,2.301,148.69,No Failure,0
L,299.52,309.98,1364.5,38.03,8,2565.5,1.385,130.05,No Failure,0
L,302.51,313.03,1360.1,49.63,136,1013.7,3.107,159.02,No Failure,0
L,295.67,304.8,1616.1,34.43,180,1119.9,3.275,155.49,No Failure,0
H,302.34,312.13,1650.3,27.8,27,664.7,1.397,135.37,No Failure,0
L,298.18,308.29,1366.5,54.48,6,259.2,1.953,147.15,No Failure,0
M,300.53,311.11,1509.5,32.65,41,549.9,1.396,163.88,No Failure,0
L,298.65,309.25,1605.9,28.72,121,996.6,1.98,149.53,No Failure,0
L,303.98,314.15,1450.9,42.27,129,318.6,2.908,135.02,No Failure,0
L,300.25,309.7,1496.8,39.5,145,762.3,2.964,164.43,No Failure,0
L,298.58,307.98,1551.9,35.0,210,1327.4,4.127,162.12,No Failure,0
L,299.4,308.21,1430.0,40.0,244,364.0,3.89,164.63,No Failure,0
L,300.18,310.77,1646.1,30.74,224,1468.9,3.74,138.21,No Failure,0
M,300.36,309.74,1526.1,34.88,78,345.0,2.146,187.42,No Failure,0
L,300.88,310.69,1546.8,39.64,112,1896.0,2.157,154.23,No Failure,0
L,300.0,310.23,1668.6,19.64,179,1021.0,2.963,149.14,Power Failure,1
M,297.25,307.25,1562.4,49.55,66,725.7,2.514,153.64,No Failure,0
L,299.32,309.31,1658.7,26.27,238,1512.4,3.538,160.24,No Failure,0
L,301.21,310.31,1611.8,30.61,31,1134.1,1.66,168.71,No Failure,0
L,298.66,308.93,1453.4,50.0,115,897.0,3.231,139.83,No Failure,0
L,301.35,311.03,1642.0,45.69,188,362.9,3.51,146.02,No Failure,0
L,300.06,309.98,1489.0,40.87,30,751.0,2.298,140.65,No Failure,0
H,299.56,310.72,1651.4,22.92,247,901.6,3.792,130.25,No Failure,0
H,302.39,312.89,1557.9,33.94,30,1225.4,2.095,153.05,No Failure,0
H,296.52,305.95,1340.4,37.84,63,480.5,2.661,161.3,No Failure,0
L,298.65,308.5,1519.9,38.56,97,392.6,2.27,140.54,No Failure,0
L,302.46,314.06,1500.2,51.41,160,436.2,3.751,142.1,No Failure,0
L,303.66,313.35,1386.8,59.94,81,1141.4,3.205,142.15,No Failure,0
L,304.57,314.61,1586.8,46.15,142,440.2,3.465,161.84,No Failure,0
L,300.1,310.76,1613.5,34.66,79,1145.2,2.203,143.7,No Failure,0
L,300.92,311.13,1448.0,52.14,86,879.4,1.877,123.41,No Failure,0
L,301.63,311.26,1627.2,34.1,121,961.5,3.427,150.96,No Failure,0
L,302.55,311.81,1742.7,13.76,73,1997.4,1.334,144.76,Power Failure,1
L,300.63,310.62,1574.7,27.5,134,1246.5,3.289,137.19,No Failure,0
M,301.85,312.51,1678.2,16.28,104,1537.7,1.816,150.14,Power Failure,1
L,300.92,312.24,1316.2,36.16,66,441.8,1.807,152.15,No Failure,0
H,301.04,309.58,1657.8,38.22,100,254.5,2.588,146.31,No Failure,0
L,298.16,309.93,1609.6,24.07,110,319.5,2.362,147.93,No Failure,0
M,299.34,309.05,1474.4,31.46,121,255.4,3.294,129.52,No Failure,0
L,298.95,309.88,1581.1,25.74,162,358.8,2.739,138.25,No Failure,0
L,297.62,306.88,1668.3,38.73,72,603.6,2.57,153.45,No Failure,0
L,296.7,305.09,1574.7,31.47,139,540.2,2.973,158.56,No Failure,0
L,299.15,307.84,1442.3,50.1,108,1036.3,2.617,140.61,No Failure,0
M,299.47,309.14,1674.2,41.7,188,380.3,3.682,172.09,No Failure,0
L,300.21,310.73,1446.8,56.05,155,485.4,3.449,147.3,No Failure,0
L,301.11,311.14,1510.4,35.45,68,977.5,2.545,141.28,No Failure,0
H,300.38,310.13,1175.5,61.44,54,775.3,2.506,151.88,No Failure,0
L,299.49,310.6,1557.3,40.03,94,538.4,2.988,154.08,No Failure,0
M,298.17,308.17,1481.2,34.72,87,1781.0,2.478,150.47,No Failure,0
M,301.75,312.03,1366.7,64.09,138,1368.4,3.101,149.45,Power Failure,1
L,299.8,312.91,1641.9,21.71,62,2365.9,1.323,156.53,No Failure,0
L,299.13,309.12,1581.0,34.47,226,2052.4,4.301,166.04,No Failure,0
L,299.63,308.93,1713.8,23.35,208,168.2,3.332,138.24,No Failure,0
M,298.53,309.02,1491.4,21.62,152,857.1,2.735,140.07,Power Failure,1
L,298.94,309.67,1677.0,19.33,165,618.8,2.914,150.98,Power Failure,1
L,298.88,309.18,1449.0,46.17,71,1099.8,2.424,160.16,No Failure,0
L,299.43,309.58,1632.2,26.71,139,2263.1,2.761,127.89,No Failure,0
H,301.31,312.79,1565.8,37.45,9,1093.0,1.151,151.64,No Failure,0
M,300.81,312.17,1442.3,48.92,34,708.0,2.401,169.85,No Failure,0
H,303.09,312.98,1404.6,44.63,128,638.0,3.026,153.0,No Failure,0
M,302.42,311.78,1365.2,44.14,24,1430.3,2.135,156.79,No Failure,0
M,303.91,314.34,1260.0,52.14,237,1219.6,4.049,151.24,Overstrain Failure,1
L,301.12,310.47,1382.0,56.09,184,599.3,3.762,153.47,No Failure,0
H,301.09,311.97,1647.5,27.48,166,206.6,2.581,158.23,No Failure,0
M,299.03,309.45,1430.6,44.83,224,777.2,4.273,140.51,No Failure,0
L,301.65,314.32,1596.5,37.28,106,434.5,2.572,133.99,No Failure,0
M,298.69,310.16,1501.4,38.53,215,378.3,3.002,156.94,No Failure,0
M,297.06,305.98,1613.2,24.89,19,141.7,1.382,150.51,No Failure,0
L,303.05,312.53,1413.1,34.68,200,1893.7,3.611,172.48,Tool Wear Failure,1
L,297.5,305.59,1493.9,35.77,29,2469.1,2.25,133.15,No Failure,0
L,300.88,308.74,1468.4,54.3,30,558.1,1.749,161.07,No Failure,0
H,298.24,308.35,1718.2,28.45,185,643.0,3.613,138.21,No Failure,0
L,302.25,311.06,1673.7,16.15,175,804.4,3.088,152.5,Power Failure,1
H,302.53,314.17,1578.5,39.94,78,539.9,2.246,157.94,No Failure,0
L,301.06,312.22,1727.8,27.43,37,922.1,1.989,149.99,No Failure,0
M,302.49,312.22,1426.8,38.6,73,983.5,2.398,151.21,No Failure,0
L,300.01,309.69,1475.7,46.61,116,1815.3,2.727,148.41,No Failure,0
H,304.47,315.95,1525.1,39.0,57,273.1,2.484,150.48,No Failure,0
L,301.49,313.21,1631.3,35.69,233,900.0,4.264,135.28,No Failure,0
L,298.2,307.27,1437.4,38.43,224,577.3,3.388,138.9,No Failure,0
L,300.14,309.08,1460.6,48.47,100,536.5,2.88,149.59,No Failure,0
L,299.69,309.39,1569.1,28.45,76,92.1,2.083,150.68,No Failure,0
L,299.5,309.93,1480.0,47.28,49,386.8,2.378,148.77,No Failure,0
M,296.69,306.17,1690.3,29.96,44,1014.7,1.741,137.06,No Failure,0
